value	symbol1	symbol2	class1	class2
0.0	ZNF302	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF283	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF345	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF420	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF571	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF546	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF607	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF780B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF780A	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF404	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF689	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF672	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF354B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP82	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP14	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP30	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF568	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP2	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF71	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF343	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF169	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF875	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF98	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF75A	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF213	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF75D	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF100	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF778	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF195	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF519	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF853	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZKSCAN1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	GLI4	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB26	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB6	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB12	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF683	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB45	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF581	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF524	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB18	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB42	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZKSCAN2	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN29	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN32	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF500	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	E4F1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	SCRT1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	SCRT2	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF212	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF777	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF701	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF468	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB47	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF692	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF350	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF649	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF613	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF614	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF577	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP69	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF232	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN9	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN23	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	POU5F2	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZNF550	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF624	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF135	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZFP62	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	VENTX	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZNF789	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	RBAK	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF791	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF560	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	GZF1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB48	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	NKX6-3	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZBTB49	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF565	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF208	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF569	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF205	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZSCAN16	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF835	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF83	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF84	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF497	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF561	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF879	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF790	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF575	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF793	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF493	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	POU6F1	ZNF93	Homeo domain factors	Uncharacterized
0.0	ZFP69B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF679	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF627	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF362	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF334	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF510	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF671	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF134	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF792	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF772	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF319	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF786	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF574	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF526	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	HINFP	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF516	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF536	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF282	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF785	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF764	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF296	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF280C	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF639	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF280B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF658	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF512B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF587	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF417	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF211	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF587B	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF552	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF418	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF236	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF398	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF324	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF878	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF619	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF57	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF440	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF439	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF625	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF563	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF564	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZGPAT	ZNF93	C3H zinc finger factors	Uncharacterized
0.0	ZNF124	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF490	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF555	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF763	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF670	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF3	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF383	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBED3	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBED4	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF532	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF687	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF592	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	VEZF1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF566	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF292	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB25	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZBTB1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	HIVEP2	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	HIVEP1	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF829	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF620	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	IKZF5	ZNF93	C2H2 zinc finger factors	Uncharacterized
0.0	ZNF548	ZNF93	C2H2 zinc finger factors	Uncharacterized
