value	symbol1	symbol2	class1	class2
3.228604458878181	ATF3	ATF4	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
3.227454571749795	SATB1	SATB2	Homeo domain factors	Homeo domain factors
3.227159307365271	TLX1	TLX3	Homeo domain factors	Homeo domain factors
3.220175948048437	HES6	HES1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
3.2147489669132208	PLAG1	PLAGL2	C2H2 zinc finger factors	C2H2 zinc finger factors
3.2057962569158063	ALX1	ALX4	Homeo domain factors	Homeo domain factors
3.196067378860874	LEF1	MSX1	High-mobility group (HMG) domain factors	Homeo domain factors
3.194564240060044	BARHL1	ATOH1	Homeo domain factors	Basic helix-loop-helix factors (bHLH)
3.192097894929335	INSM1	ASCL1	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
3.176270205405604	SNAI3	SNAI2	C2H2 zinc finger factors	C2H2 zinc finger factors
3.1743972262730216	E2F6	E2F1	Fork head / winged helix factors	Fork head / winged helix factors
3.1730016148026783	NPAS1	NPAS3	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
3.1702637413922345	HOXC5	HOXA5	Homeo domain factors	Homeo domain factors
3.166751677104967	SHOX	SHOX2	Homeo domain factors	Homeo domain factors
3.1538200140513815	DMRT2	DMRT1	DM-type intertwined zinc finger factors	DM-type intertwined zinc finger factors
3.1516997254214068	IRX3	IRX4	Homeo domain factors	Homeo domain factors
3.1414631992945368	NKX2-6	NKX2-5	Homeo domain factors	Homeo domain factors
3.1356415227148924	EBF3	EBF2	Rel homology region (RHR) factors	Rel homology region (RHR) factors
3.1352876091571824	HOXB5	HOXA5	Homeo domain factors	Homeo domain factors
3.1351480434503065	TEAD1	TEAD4	TEA domain factors	TEA domain factors
3.132132336785684	TFDP1	E2F1	Fork head / winged helix factors	Fork head / winged helix factors
3.1183999128880884	MYRF	SOX10	NDT80 domain factors	High-mobility group (HMG) domain factors
3.1075570913040287	PKNOX1	PBX1	Homeo domain factors	Homeo domain factors
3.096457096048447	BARHL2	BARHL1	Homeo domain factors	Homeo domain factors
3.09055170491923	IRX6	IRX3	Homeo domain factors	Homeo domain factors
3.085918278317571	BARX1	MSX1	Homeo domain factors	Homeo domain factors
3.082264706261591	YY1	YY2	C2H2 zinc finger factors	C2H2 zinc finger factors
3.0626128546566975	RXRG	RXRB	Nuclear receptors with C4 zinc fingers	Nuclear receptors with C4 zinc fingers
3.0566271077910843	CIC	ETV4	High-mobility group (HMG) domain factors	Tryptophan cluster factors
3.055101785911483	SP2	SP3	C2H2 zinc finger factors	C2H2 zinc finger factors
3.0523669234170705	ATF7	ATF2	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
3.0508914602378496	SOX21	SOX2	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors
3.0469476246437917	RBPJL	PTF1A	Rel homology region (RHR) factors	Basic helix-loop-helix factors (bHLH)
3.0418477047168127	SMAD9	SMAD5	SMAD/NF-1 DNA-binding domain factors	SMAD/NF-1 DNA-binding domain factors
3.036240864351745	GSX1	GSX2	Homeo domain factors	Homeo domain factors
3.029410160972621	TEAD2	TEAD1	TEA domain factors	TEA domain factors
3.017040345198266	FOXJ1	RFX3	Fork head / winged helix factors	Fork head / winged helix factors
3.013420775662846	ZNF215	ZNF214	C2H2 zinc finger factors	C2H2 zinc finger factors
3.00600399177461	ETV2	FLI1	Tryptophan cluster factors	Tryptophan cluster factors
3.0036359138534245	GSC	SMAD1	Homeo domain factors	SMAD/NF-1 DNA-binding domain factors
2.999840974044839	EGR4	EGR2	C2H2 zinc finger factors	C2H2 zinc finger factors
2.9860913583829505	ZBTB46	IRF8	C2H2 zinc finger factors	Tryptophan cluster factors
2.979093615038377	TCF7L1	LEF1	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors
2.9751768507017133	HOXC8	HOXC9	Homeo domain factors	Homeo domain factors
2.971688190571966	NR1D2	CLOCK	Nuclear receptors with C4 zinc fingers	Basic helix-loop-helix factors (bHLH)
2.9705552488880826	GTF2IRD2	GTF2IRD1	Uncharacterized	Uncharacterized
2.9673011719892735	DBX1	PAX6	Homeo domain factors	Paired box factors
2.936683438646141	HOXC6	HOXC8	Homeo domain factors	Homeo domain factors
2.920803740750577	JDP2	JUN	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.9205211331131684	TSHZ2	TSHZ3	Homeo domain factors	Homeo domain factors
2.9099844028355024	HMX1	HMX3	Homeo domain factors	Homeo domain factors
2.9014548800177304	SALL3	SALL1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.8998632342284685	ATF5	ATF4	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.896952878666888	CUX1	CUX2	Homeo domain factors	Homeo domain factors
2.8842562127042535	IKZF2	FOXP3	C2H2 zinc finger factors	Fork head / winged helix factors
2.8833122035392806	TCF7	LEF1	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors
2.879148786452522	TBX15	TBX18	T-Box factors	T-Box factors
2.8770632344329954	PLAGL1	PLAG1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.8632427682912875	HOXD4	HOXB4	Homeo domain factors	Homeo domain factors
2.8587684982871795	PRRX1	PRRX2	Homeo domain factors	Homeo domain factors
2.8411397830992158	EVX1	EVX2	Homeo domain factors	Homeo domain factors
2.839096770381278	ZHX3	ZHX1	Homeo domain factors	Homeo domain factors
2.833336015645998	NOTO	FOXJ1	Homeo domain factors	Fork head / winged helix factors
2.814630554285301	GCM1	GCM2	GCM domain factors	GCM domain factors
2.799841641049046	TAL2	LYL1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.7927357637293277	IRX5	IRX3	Homeo domain factors	Homeo domain factors
2.7916949261531263	DACH2	DACH1	Uncharacterized	Uncharacterized
2.7884045672972753	FOSL2	JUN	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.7775667374900577	FIGLA	SOHLH1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.7637650125461017	FOSL1	FOS	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.7592243908215073	TCF3	TCF4	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.7498890756927095	MNX1	PDX1	Homeo domain factors	Homeo domain factors
2.7424133409558933	DMBX1	OTX2	Homeo domain factors	Homeo domain factors
2.738889967769326	NEUROD6	NEUROD2	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.735431115858713	MLX	MAX	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.732881824140174	BARX2	BARX1	Homeo domain factors	Homeo domain factors
2.728888513451974	NOBOX	SOHLH1	Homeo domain factors	Basic helix-loop-helix factors (bHLH)
2.719801154730242	TCF21	TBX18	Basic helix-loop-helix factors (bHLH)	T-Box factors
2.7105097123022395	TSHZ1	TSHZ2	Homeo domain factors	Homeo domain factors
2.700353568294714	NR2F6	NR2F2	Nuclear receptors with C4 zinc fingers	Nuclear receptors with C4 zinc fingers
2.6929042115947976	NFE2	MAFG	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.691278599707681	PRDM14	PRDM1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.675084753896771	KLF3	KLF2	C2H2 zinc finger factors	C2H2 zinc finger factors
2.6637383614606085	NFE2L2	BACH1	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.6565469088422926	NPAS4	ARNT2	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.646469364580687	VSX1	VSX2	Homeo domain factors	Homeo domain factors
2.6447366413189695	ZNF143	THAP11	C2H2 zinc finger factors	C2CH THAP-type zinc finger factors
2.643288834122947	ERF	ETS2	Tryptophan cluster factors	Tryptophan cluster factors
2.6366368728705694	FOXE3	PAX6	Fork head / winged helix factors	Paired box factors
2.6334117354018662	PRDM16	MECOM	C2H2 zinc finger factors	C2H2 zinc finger factors
2.6245232076323375	NKX6-2	NKX6-1	Homeo domain factors	Homeo domain factors
2.6244320747879364	SOX13	SOX5	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors
2.6231941992410177	GTF2IRD2B	GTF2IRD2	Uncharacterized	Uncharacterized
2.6149366386331265	ASCL2	HAND1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.612729270395606	HOXB6	HOXB4	Homeo domain factors	Homeo domain factors
2.5969765882457034	MEIS3	MEIS2	Homeo domain factors	Homeo domain factors
2.5929405275602706	MKX	SCX	Homeo domain factors	Basic helix-loop-helix factors (bHLH)
2.5926354066134363	DLX4	DLX3	Homeo domain factors	Homeo domain factors
2.592301085384819	HOXA4	HOXA5	Homeo domain factors	Homeo domain factors
2.5843427015295455	KLF13	KLF9	C2H2 zinc finger factors	C2H2 zinc finger factors
2.571197513417818	HOXB7	HOXA7	Homeo domain factors	Homeo domain factors
2.5710122898626584	HES2	HES5	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.5708862983460965	MSGN1	TBX6	Basic helix-loop-helix factors (bHLH)	T-Box factors
2.5661806977303385	SP5	SP8	C2H2 zinc finger factors	C2H2 zinc finger factors
2.5653851426787155	HOXB9	HOXB7	Homeo domain factors	Homeo domain factors
2.559368594905322	POU5F1B	POU5F1	Homeo domain factors	Homeo domain factors
2.5581087442461876	ADNP	ADNP2	Homeo domain factors	Homeo domain factors
2.540519768751959	DBX2	DBX1	Homeo domain factors	Homeo domain factors
2.5262806387440015	PEG3	YY1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.519296781966641	POU3F2	POU3F3	Homeo domain factors	Homeo domain factors
2.519089735116836	BCL11B	FEZF2	C2H2 zinc finger factors	C2H2 zinc finger factors
2.506705681549437	HOXB8	HOXB6	Homeo domain factors	Homeo domain factors
2.5016129634903517	HOXA6	HOXA9	Homeo domain factors	Homeo domain factors
2.50082237765433	DUX4	CIC	Homeo domain factors	High-mobility group (HMG) domain factors
2.497821272813796	HLX	TBX21	Homeo domain factors	T-Box factors
2.4951612972956	KLF6	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.4846721894219956	HOXD8	HOXD9	Homeo domain factors	Homeo domain factors
2.478478105864531	MXD1	MYC	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.475953061365412	ZBTB17	MYC	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
2.473949929012397	HOXC11	HOXD11	Homeo domain factors	Homeo domain factors
2.4674129783451906	TBXT	TBX6	T-Box factors	T-Box factors
2.4664210495018226	FEZF1	FEZF2	C2H2 zinc finger factors	C2H2 zinc finger factors
2.4584065203028023	SOX14	SOX21	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors
2.456801698486121	RFX6	NEUROG3	Fork head / winged helix factors	Basic helix-loop-helix factors (bHLH)
2.4509841602052393	LBX2	LBX1	Homeo domain factors	Homeo domain factors
2.4473049129588014	HELT	ASCL1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.441561124872721	SALL2	SALL1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.4266262623476336	TBX19	POU1F1	T-Box factors	Homeo domain factors
2.423605483268597	MGA	MAX	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.4188482645625258	HOXC4	HOXC5	Homeo domain factors	Homeo domain factors
2.4088453625670483	HIF3A	HIF1A	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.4056497751229644	FOXD4L1	FOXD4	Fork head / winged helix factors	Fork head / winged helix factors
2.4050111783424626	TCF12	TCF3	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.3892453534999327	RFX4	RFX1	Fork head / winged helix factors	Fork head / winged helix factors
2.3737734583085426	TFAP2E	TFAP2A	Basic helix-span-helix factors (bHSH)	Basic helix-span-helix factors (bHSH)
2.366851640019981	TEAD3	TEAD1	TEA domain factors	TEA domain factors
2.351291656576501	TRPS1	RUNX2	Other C4 zinc finger-type factors	Runt domain factors
2.349191653660751	CREB3L2	CREB3L1	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.347620263122294	TCF15	MEOX2	Basic helix-loop-helix factors (bHLH)	Homeo domain factors
2.3448701700299766	ZFHX3	PITX2	Homeo domain factors	Homeo domain factors
2.3376332273567155	RHOXF2	RHOXF2B	Homeo domain factors	Homeo domain factors
2.3366341270781414	NFIL3	CLOCK	Basic leucine zipper factors (bZIP)	Basic helix-loop-helix factors (bHLH)
2.3347709260631975	PRDM5	PRDM2	C2H2 zinc finger factors	C2H2 zinc finger factors
2.333875980239386	MIXL1	GSC	Homeo domain factors	Homeo domain factors
2.3275962784263164	FEV	LMX1B	Tryptophan cluster factors	Homeo domain factors
2.3247868598838553	GLIS3	PDX1	C2H2 zinc finger factors	Homeo domain factors
2.312761272396316	ZNF521	ZNF423	C2H2 zinc finger factors	C2H2 zinc finger factors
2.3039786970222447	FOXI1	FOXI3	Fork head / winged helix factors	Fork head / winged helix factors
2.3006722652253	UNCX	PAX1	Homeo domain factors	Paired box factors
2.2954286436062756	ZNF41	ZNF81	C2H2 zinc finger factors	C2H2 zinc finger factors
2.290201700310207	NR1H4	PPARA	Nuclear receptors with C4 zinc fingers	Nuclear receptors with C4 zinc fingers
2.2838511113389104	HNF4G	HNF4A	Nuclear receptors with C4 zinc fingers	Nuclear receptors with C4 zinc fingers
2.2809842811939443	ZNF33B	ZNF33A	C2H2 zinc finger factors	C2H2 zinc finger factors
2.2793744164322214	FOXI2	FOXI3	Fork head / winged helix factors	Fork head / winged helix factors
2.2791728829212468	ZNF76	ZNF143	C2H2 zinc finger factors	C2H2 zinc finger factors
2.2699115083159445	ZNF25	ZNF37A	C2H2 zinc finger factors	C2H2 zinc finger factors
2.269468870699489	CEBPG	CEBPB	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.268468714797582	NEUROD4	NEUROG2	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.2662262303145626	IKZF4	FOXP3	C2H2 zinc finger factors	Fork head / winged helix factors
2.251228123023774	NR2E1	NR2E3	Nuclear receptors with C4 zinc fingers	Nuclear receptors with C4 zinc fingers
2.246652703363412	NKX3-2	PAX1	Homeo domain factors	Paired box factors
2.241112762003045	BHLHE41	BHLHE40	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.228339361426769	HOXC10	PITX1	Homeo domain factors	Homeo domain factors
2.2241916411236473	POU3F1	SOX10	Homeo domain factors	High-mobility group (HMG) domain factors
2.2162890821842827	HOXD1	HOXD4	Homeo domain factors	Homeo domain factors
2.2129550941001663	EHF	ELF5	Tryptophan cluster factors	Tryptophan cluster factors
2.2077425106917725	ATF6B	ATF6	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
2.1867850447185107	DUX1	DUX4	Homeo domain factors	Homeo domain factors
2.183681974201727	RFX5	RFX1	Fork head / winged helix factors	Fork head / winged helix factors
2.1784510251759026	TBX22	MSX1	T-Box factors	Homeo domain factors
2.1755367298167156	GLIS1	GLIS3	C2H2 zinc finger factors	C2H2 zinc finger factors
2.1703562054481704	HES4	HES5	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
2.163645797314188	MYBL2	MYB	Tryptophan cluster factors	Tryptophan cluster factors
2.144861813772212	SPDEF	FOXA3	Tryptophan cluster factors	Fork head / winged helix factors
2.1438319562536847	FOXM1	GLI1	Fork head / winged helix factors	C2H2 zinc finger factors
2.140624814502737	HOXB13	HOXD13	Homeo domain factors	Homeo domain factors
2.1401323181781744	TLX2	PHOX2B	Homeo domain factors	Homeo domain factors
2.135708670993976	ZBTB38	ZBTB4	C2H2 zinc finger factors	C2H2 zinc finger factors
2.1153913628152843	KLF10	KLF11	C2H2 zinc finger factors	C2H2 zinc finger factors
2.1117869288541806	DMRTA1	DMRT3	DM-type intertwined zinc finger factors	DM-type intertwined zinc finger factors
2.1055776207544974	BNC2	BNC1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.1021350352716435	NKX2-4	NKX2-1	Homeo domain factors	Homeo domain factors
2.0792923134904355	FOXD2	FOXD1	Fork head / winged helix factors	Fork head / winged helix factors
2.0784628457604817	BSX	OTP	Homeo domain factors	Homeo domain factors
2.066002937787055	MAZ	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.0625061271524032	ZNF224	WT1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.0585780186561173	ZBTB40	ESR1	C2H2 zinc finger factors	Nuclear receptors with C4 zinc fingers
2.057539537099102	HOXC13	FOXN1	Homeo domain factors	Fork head / winged helix factors
2.055925535040899	NKX2-3	NKX2-5	Homeo domain factors	Homeo domain factors
2.054368067396683	KLF15	KLF3	C2H2 zinc finger factors	C2H2 zinc finger factors
2.0448568623578973	REST	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
2.0410649699530095	PRDM12	DBX1	Uncharacterized	Homeo domain factors
2.02010882092149	ST18	MYT1	C2HC	C2HC
2.015323403478643	ELF1	ELF2	Tryptophan cluster factors	Tryptophan cluster factors
2.005359635266836	TBX10	FOXE1	T-Box factors	Fork head / winged helix factors
1.9994116386470089	ZNF148	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.9992694569789982	SKIL	SMAD2	Uncharacterized	SMAD/NF-1 DNA-binding domain factors
1.997999654676338	FERD3L	FOXA2	Basic helix-loop-helix factors (bHLH)	Fork head / winged helix factors
1.9881991201589178	FOXR1	FOXR2	Fork head / winged helix factors	Fork head / winged helix factors
1.9805427303577139	HOXC12	HOXC13	Homeo domain factors	Homeo domain factors
1.9703983240301643	ELF3	GRHL3	Tryptophan cluster factors	Grainyhead
1.9649716039663796	FOXB1	GBX2	Fork head / winged helix factors	Homeo domain factors
1.9602482487001482	DUX5	DUX1	Homeo domain factors	Homeo domain factors
1.9540566903712722	ZBTB20	SATB2	C2H2 zinc finger factors	Homeo domain factors
1.948726208506649	FOXL1	ZBTB40	Fork head / winged helix factors	C2H2 zinc finger factors
1.941501518818287	PRDM4	PRDM5	C2H2 zinc finger factors	C2H2 zinc finger factors
1.910833758783987	GMEB2	GMEB1	SAND domain factors	SAND domain factors
1.9011228286865836	NFYA	ZHX1	Heteromeric CCAAT-binding factors	Homeo domain factors
1.8862740288662374	MSC	MYF5	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.878281648547345	POU2F1	SOX2	Homeo domain factors	High-mobility group (HMG) domain factors
1.862722386290869	TFAP2D	TFAP2A	Basic helix-span-helix factors (bHSH)	Basic helix-span-helix factors (bHSH)
1.8590429825765336	THAP1	E2F6	C2CH THAP-type zinc finger factors	Fork head / winged helix factors
1.854615029889516	MZF1	SP1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.8390536348226614	ZIM2	PEG3	C2H2 zinc finger factors	C2H2 zinc finger factors
1.8366965742304804	PURB	PURA	Uncharacterized	Uncharacterized
1.8286075924345933	HIC1	TP53	C2H2 zinc finger factors	p53 domain factors
1.81181060220548	ZNF10	ZNF14	C2H2 zinc finger factors	C2H2 zinc finger factors
1.810491161595448	ZFP42	NANOG	C2H2 zinc finger factors	Homeo domain factors
1.8077648853240267	MXD4	MNT	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.7999697683962803	MLXIP	MLXIPL	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.7980838693095949	BHLHE22	SATB2	Basic helix-loop-helix factors (bHLH)	Homeo domain factors
1.796100827010103	SOX15	SOX11	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors
1.7850141108445332	SP140	IRF4	SAND domain factors	Tryptophan cluster factors
1.7849720814871015	ZBTB33	ZBTB4	C2H2 zinc finger factors	C2H2 zinc finger factors
1.784311089798828	FOXD4L6	FOXD4	Fork head / winged helix factors	Fork head / winged helix factors
1.784311089798828	FOXD4L3	FOXD4	Fork head / winged helix factors	Fork head / winged helix factors
1.758763291340337	BHLHA15	XBP1	Basic helix-loop-helix factors (bHLH)	Basic leucine zipper factors (bZIP)
1.7561845647977352	NKX3-1	SRF	Homeo domain factors	MADS box factors
1.754899697476762	SPIB	SPI1	Tryptophan cluster factors	Tryptophan cluster factors
1.7532134186815265	BATF2	BATF3	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
1.7525323573425817	GABPA	ETS1	Tryptophan cluster factors	Tryptophan cluster factors
1.7521716843005328	PROX2	PROX1	Homeo domain factors	Homeo domain factors
1.7519551604452448	ZNF136	ZNF133	C2H2 zinc finger factors	C2H2 zinc finger factors
1.7519551604452448	ZNF140	ZNF133	C2H2 zinc finger factors	C2H2 zinc finger factors
1.7510254016816842	SLC2A4RG	MEF2A	Uncharacterized	MADS box factors
1.7487807021504262	BCL6B	ETV5	C2H2 zinc finger factors	Tryptophan cluster factors
1.7469393147111607	CREB3	CREB3L2	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)
1.7415797571808271	ZNF93	ZNF91	Uncharacterized	C2H2 zinc finger factors
1.7233645506639843	NHLH1	ATOH1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.721974746614065	RHOXF1	RHOXF2	Homeo domain factors	Homeo domain factors
1.7127521860443256	SP100	SP140	SAND domain factors	SAND domain factors
1.7049126862373263	NFAT5	NFATC1	Rel homology region (RHR) factors	Rel homology region (RHR) factors
1.7041282796851727	ZSCAN10	SOX2	C2H2 zinc finger factors	High-mobility group (HMG) domain factors
1.7025420231447994	ZNF711	ZFY	C2H2 zinc finger factors	Uncharacterized
1.7017742314765372	PRDM15	PRDM14	C2H2 zinc finger factors	C2H2 zinc finger factors
1.6942459846396267	KLF8	KLF3	C2H2 zinc finger factors	C2H2 zinc finger factors
1.6930026381203918	NFYB	E2F1	Heteromeric CCAAT-binding factors	Fork head / winged helix factors
1.691095827249969	KLF7	KLF5	C2H2 zinc finger factors	C2H2 zinc finger factors
1.6766338041548063	HIC2	HIC1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.6695404694248313	ONECUT3	ONECUT1	Homeo domain factors	Homeo domain factors
1.6628925225493152	FOXQ1	HOXC13	Fork head / winged helix factors	Homeo domain factors
1.6607781414153255	NKX2-8	PAX9	Homeo domain factors	Paired box factors
1.6376115493474572	UBP1	TFCP2	Grainyhead	Grainyhead
1.6304911727166373	SOX30	SOX15	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors
1.6303041878421496	CREB3L3	PPARA	Basic leucine zipper factors (bZIP)	Nuclear receptors with C4 zinc fingers
1.6242097693602264	SP6	SP8	C2H2 zinc finger factors	C2H2 zinc finger factors
1.6203002688544765	ZNF750	KLF4	Uncharacterized	C2H2 zinc finger factors
1.5998258355347832	POU3F4	PAX6	Homeo domain factors	Paired box factors
1.5982875678111341	CDC5L	MYB	Tryptophan cluster factors	Tryptophan cluster factors
1.5972958184661998	CASZ1	IKZF1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5935083643930292	ZFP57	ZNF445	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5908119524215114	TFAP4	MYCN	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.5845998475549585	RFX7	RFX6	Fork head / winged helix factors	Fork head / winged helix factors
1.5827909962475155	SPZ1	TWIST1	Uncharacterized	Basic helix-loop-helix factors (bHLH)
1.5757825178102474	ZNF256	ZNF253	C2H2 zinc finger factors	Uncharacterized
1.5757825178102474	ZNF181	ZNF180	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5757825178102474	ZNF461	ZNF460	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5757825178102474	HSFY2	HSFY1	Heat shock factors	Heat shock factors
1.5757825178102474	ZNF253	ZNF254	Uncharacterized	Uncharacterized
1.5750351242547789	HIVEP3	RUNX2	C2H2 zinc finger factors	Runt domain factors
1.5739614675289613	ZBTB16	SALL4	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5711313788252843	NHLH2	NHLH1	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)
1.558025811983224	TFCP2L1	TFCP2	Grainyhead	Grainyhead
1.5478944043927974	ZNF154	POU4F2	C2H2 zinc finger factors	Homeo domain factors
1.5298021491694438	ZNF79	ZNF80	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5298021491694438	ZNF77	ZNF79	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5298021491694438	ZNF20	ZNF28	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5298021491694438	ZNF257	ZNF253	Uncharacterized	Uncharacterized
1.5298021491694438	ZNF700	ZNF768	Uncharacterized	C2H2 zinc finger factors
1.5279697749314771	KLF14	KLF16	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5274557520264636	ZBTB7B	BCL11B	C2H2 zinc finger factors	C2H2 zinc finger factors
1.519837460934621	GLIS2	GLIS1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5184354226293466	ZBTB32	PRDM1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5173069854979915	TFDP2	E2F1	Uncharacterized	Fork head / winged helix factors
1.5167302789746437	POU2F2	POU2F1	Homeo domain factors	Homeo domain factors
1.5022530920472377	ZNF138	ZNF132	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5022530920472377	ZBED5	ZBED1	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5022530920472377	ZBED2	ZBED5	C2H2 zinc finger factors	C2H2 zinc finger factors
1.5022530920472377	DMRTB1	DMRTC2	DM-type intertwined zinc finger factors	DM-type intertwined zinc finger factors
1.4856923785328227	SP110	SP140	SAND domain factors	SAND domain factors
1.4851634595207908	ZNF396	ZNF397	C2H2 zinc finger factors	C2H2 zinc finger factors
1.4823962654332667	ZNF518A	ZNF518B	C2H2 zinc finger factors	C2H2 zinc finger factors
1.4748120112281449	PBX4	PBX1	Homeo domain factors	Homeo domain factors
1.4668090082780239	ZNF250	ZNF16	C2H2 zinc finger factors	C2H2 zinc finger factors
1.4668090082780239	ZNF8	ZNF7	Uncharacterized	C2H2 zinc finger factors
1.4584182670105275	ARGFX	TPRX1	Homeo domain factors	Homeo domain factors
1.4584182670105275	DUXA	TPRX1	Homeo domain factors	Homeo domain factors
1.4584182670105275	ZNF248	ZNF25	C2H2 zinc finger factors	C2H2 zinc finger factors
1.4584182670105275	ZIM3	ZNF264	C2H2 zinc finger factors	C2H2 zinc finger factors
1.4584182670105275	DPRX	TPRX1	Homeo domain factors	Homeo domain factors
1.4584182670105275	PGBD1	ZKSCAN4	Uncharacterized	C2H2 zinc finger factors
1.4424214630983552	ZNF121	MYC	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
1.4380606786745411	SKOR2	SKI	Uncharacterized	Uncharacterized
1.4365749280003866	INSM2	NEUROD1	C2H2 zinc finger factors	Basic helix-loop-helix factors (bHLH)
1.4258914070702124	ZNF281	TFAP2C	C2H2 zinc finger factors	Basic helix-span-helix factors (bHSH)
1.4231382225678717	ZBTB7A	BCL11A	C2H2 zinc finger factors	C2H2 zinc finger factors
1.4120444958572815	ELF4	ERG	Tryptophan cluster factors	Tryptophan cluster factors
1.4119903302014276	PKNOX2	MEIS2	Homeo domain factors	Homeo domain factors
1.4048366423063925	KLF12	KLF7	C2H2 zinc finger factors	C2H2 zinc finger factors
1.4020520914115109	NACC1	BCL6	Uncharacterized	C2H2 zinc finger factors
